Kind,Name,CountClassCoupled,PercentLackOfCohesion,CountClassBase,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclInstanceVariablePrivate,CountDeclInstanceVariableProtected,CountDeclInstanceVariablePublic,CountDeclMethod,CountDeclMethodAll,CountDeclMethodConst,CountDeclMethodFriend,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountOutput,MaxInheritanceTree
Public Function,"PreamblePatcher::RawPatchWithStub",,,,,,,,,,,,,,,,,,,,,9,
Function,"PrepareTextureMailbox",,,,,,,,,,,,,,,,,,,,,7,
Function,"ProcessRawBytes",,,,,,,,,,,,,,,,,,,,,2,
Public Function,"Profile::Profile",,,,,,,,,,,,,,,,,,,,,1,
Public Function,"Profile::Profile",,,,,,,,,,,,,,,,,,,,,1,
Public Function,"Profile::~Profile",,,,,,,,,,,,,,,,,,,,,1,
Public Function,"Profile::~Profile",,,,,,,,,,,,,,,,,,,,,1,
Public Function,"ProfileWin::ProfileWin",,,,,,,,,,,,,,,,,,,,,4,
Public Function,"ProfileWin::getBool",,,,,,,,,,,,,,,,,,,,,3,
Public Function,"ProfileWin::getSizeAndPosition",,,,,,,,,,,,,,,,,,,,,2,
Public Function,"ProfileWin::getString",,,,,,,,,,,,,,,,,,,,,2,
Public Function,"ProfileWin::setBool",,,,,,,,,,,,,,,,,,,,,2,
Public Function,"ProfileWin::setSizeAndPosition",,,,,,,,,,,,,,,,,,,,,2,
Public Function,"ProfileWin::setString",,,,,,,,,,,,,,,,,,,,,3,
Public Function,"ProfileWin::~ProfileWin",,,,,,,,,,,,,,,,,,,,,3,
Class,"PublicRefCountedDtorInImpl",0,0,1,0,,0,0,,2,0,0,0,0,2,2,0,0,0,0,2,,1
Public Function,"PublicRefCountedDtorInImpl::PublicRefCountedDtorInImpl",,,,,,,,,,,,,,,,,,,,,2,
Public Function,"PublicRefCountedDtorInImpl::~PublicRefCountedDtorInImpl",,,,,,,,,,,,,,,,,,,,,2,
Function,"RawMemcpy",,,,,,,,,,,,,,,,,,,,,1,
Function,"RawMemset",,,,,,,,,,,,,,,,,,,,,1,
Public Function,"Reader::Reader",,,,,,,,,,,,,,,,,,,,,2,
Public Function,"Reader::Reader",,,,,,,,,,,,,,,,,,,,,1,
Public Function,"Reader::addComment",,,,,,,,,,,,,,,,,,,,,3,
Public Function,"Reader::addError",,,,,,,,,,,,,,,,,,,,,5,
Public Function,"Reader::addErrorAndRecover",,,,,,,,,,,,,,,,,,,,,3,
Public Function,"Reader::currentValue",,,,,,,,,,,,,,,,,,,,,2,
Public Function,"Reader::decodeDouble",,,,,,,,,,,,,,,,,,,,,6,
Public Function,"Reader::decodeNumber",,,,,,,,,,,,,,,,,,,,,9,
Public Function,"Reader::decodeString",,,,,,,,,,,,,,,,,,,,,2,
Public Function,"Reader::decodeString",,,,,,,,,,,,,,,,,,,,,6,
Public Function,"Reader::decodeUnicodeCodePoint",,,,,,,,,,,,,,,,,,,,,5,
Public Function,"Reader::decodeUnicodeEscapeSequence",,,,,,,,,,,,,,,,,,,,,4,
Public Function,"Reader::expectToken",,,,,,,,,,,,,,,,,,,,,3,
Public Const Function,"Reader::getFormatedErrorMessages",,,,,,,,,,,,,,,,,,,,,2,
Public Const Function,"Reader::getFormattedErrorMessages",,,,,,,,,,,,,,,,,,,,,5,
Public Const Function,"Reader::getLocationLineAndColumn",,,,,,,,,,,,,,,,,,,,,2,
Public Const Function,"Reader::getLocationLineAndColumn",,,,,,,,,,,,,,,,,,,,,3,
Public Function,"Reader::getNextChar",,,,,,,,,,,,,,,,,,,,,1,
Public Function,"Reader::match",,,,,,,,,,,,,,,,,,,,,1,
Public Function,"Reader::parse",,,,,,,,,,,,,,,,,,,,,3,
Public Function,"Reader::parse",,,,,,,,,,,,,,,,,,,,,3,
Public Function,"Reader::parse",,,,,,,,,,,,,,,,,,,,,14,
Public Function,"Reader::readArray",,,,,,,,,,,,,,,,,,,,,9,
Public Function,"Reader::readCStyleComment",,,,,,,,,,,,,,,,,,,,,2,
Public Function,"Reader::readComment",,,,,,,,,,,,,,,,,,,,,6,
Public Function,"Reader::readCppStyleComment",,,,,,,,,,,,,,,,,,,,,2,
Public Function,"Reader::readNumber",,,,,,,,,,,,,,,,,,,,,1,
Public Function,"Reader::readObject",,,,,,,,,,,,,,,,,,,,,10,
Public Function,"Reader::readString",,,,,,,,,,,,,,,,,,,,,2,
Public Function,"Reader::readToken",,,,,,,,,,,,,,,,,,,,,11,
Public Function,"Reader::readValue",,,,,,,,,,,,,,,,,,,,,10,
Public Function,"Reader::recoverFromError",,,,,,,,,,,,,,,,,,,,,4,
Public Function,"Reader::skipCommentTokens",,,,,,,,,,,,,,,,,,,,,1,
Public Function,"Reader::skipSpaces",,,,,,,,,,,,,,,,,,,,,0,
Public Function,"RecordCache::Lookup",,,,,,,,,,,,,,,,,,,,,9,
Private Function,"RecordInfo::CollectBases",,,,,,,,,,,,,,,,,,,,,14,
Private Function,"RecordInfo::CollectFields",,,,,,,,,,,,,,,,,,,,,16,
Public Function,"RecordInfo::CreateEdge",,,,,,,,,,,,,,,,,,,,,34,
Public Function,"RecordInfo::DeclaresNewOperator",,,,,,,,,,,,,,,,,,,,,6,
Private Function,"RecordInfo::DetermineTracingMethods",,,,,,,,,,,,,,,,,,,,,18,
Public Function,"RecordInfo::GetBases",,,,,,,,,,,,,,,,,,,,,3,
Public Function,"RecordInfo::GetFields",,,,,,,,,,,,,,,,,,,,,3,
Public Function,"RecordInfo::GetFinalizeDispatchMethod",,,,,,,,,,,,,,,,,,,,,2,
Public Function,"RecordInfo::GetTemplateArgs",,,,,,,,,,,,,,,,,,,,,9,
Public Function,"RecordInfo::GetTraceDispatchMethod",,,,,,,,,,,,,,,,,,,,,2,
Public Function,"RecordInfo::GetTraceMethod",,,,,,,,,,,,,,,,,,,,,2,
Public Function,"RecordInfo::InheritsNonVirtualTrace",,,,,,,,,,,,,,,,,,,,,9,
Private Function,"RecordInfo::InheritsTrace",,,,,,,,,,,,,,,,,,,,,8,
Public Function,"RecordInfo::IsConsideredAbstract",,,,,,,,,,,,,,,,,,,,,10,
Public Function,"RecordInfo::IsGCAllocated",,,,,,,,,,,,,,,,,,,,,3,
Public Function,"RecordInfo::IsGCDerived",,,,,,,,,,,,,,,,,,,,,6,
Public Function,"RecordInfo::IsGCFinalized",,,,,,,,,,,,,,,,,,,,,10,
Public Function,"RecordInfo::IsGCMixin",,,,,,,,,,,,,,,,,,,,,10,
Public Function,"RecordInfo::IsHeapAllocatedCollection",,,,,,,,,,,,,,,,,,,,,8,
Public Function,"RecordInfo::IsNonNewable",,,,,,,,,,,,,,,,,,,,,7,
Public Function,"RecordInfo::IsOnlyPlacementNewable",,,,,,,,,,,,,,,,,,,,,8,
Public Function,"RecordInfo::IsStackAllocated",,,,,,,,,,,,,,,,,,,,,14,
Public Function,"RecordInfo::NeedsFinalization",,,,,,,,,,,,,,,,,,,,,2,
Public Function,"RecordInfo::NeedsTracing",,,,,,,,,,,,,,,,,,,,,13,
Public Function,"RecordInfo::RecordInfo",,,,,,,,,,,,,,,,,,,,,19,
Public Function,"RecordInfo::RequiresTraceMethod",,,,,,,,,,,,,,,,,,,,,10,
Public Function,"RecordInfo::~RecordInfo",,,,,,,,,,,,,,,,,,,,,1,
Protected Virtual Function,"RecursiveEdgeVisitor::AtCollection",,,,,,,,,,,,,,,,,,,,,0,
Protected Virtual Function,"RecursiveEdgeVisitor::AtMember",,,,,,,,,,,,,,,,,,,,,0,
Protected Virtual Function,"RecursiveEdgeVisitor::AtOwnPtr",,,,,,,,,,,,,,,,,,,,,0,
Protected Virtual Function,"RecursiveEdgeVisitor::AtPersistent",,,,,,,,,,,,,,,,,,,,,0,
Protected Virtual Function,"RecursiveEdgeVisitor::AtRawPtr",,,,,,,,,,,,,,,,,,,,,0,
Protected Virtual Function,"RecursiveEdgeVisitor::AtRefPtr",,,,,,,,,,,,,,,,,,,,,0,
Protected Virtual Function,"RecursiveEdgeVisitor::AtValue",,,,,,,,,,,,,,,,,,,,,0,
Protected Virtual Function,"RecursiveEdgeVisitor::AtWeakMember",,,,,,,,,,,,,,,,,,,,,0,
Public Virtual Function,"RecursiveEdgeVisitor::VisitCollection",,,,,,,,,,,,,,,,,,,,,4,
Public Virtual Function,"RecursiveEdgeVisitor::VisitMember",,,,,,,,,,,,,,,,,,,,,5,
Public Virtual Function,"RecursiveEdgeVisitor::VisitOwnPtr",,,,,,,,,,,,,,,,,,,,,5,
Public Virtual Function,"RecursiveEdgeVisitor::VisitPersistent",,,,,,,,,,,,,,,,,,,,,5,
Public Virtual Function,"RecursiveEdgeVisitor::VisitRawPtr",,,,,,,,,,,,,,,,,,,,,5,
Public Virtual Function,"RecursiveEdgeVisitor::VisitRefPtr",,,,,,,,,,,,,,,,,,,,,5,
Public Virtual Function,"RecursiveEdgeVisitor::VisitValue",,,,,,,,,,,,,,,,,,,,,1,
Public Virtual Function,"RecursiveEdgeVisitor::VisitWeakMember",,,,,,,,,,,,,,,,,,,,,5,
Function,"RegisterDynamicOid",,,,,,,,,,,,,,,,,,,,,12,
Class,"RewriterCallback",5,0,1,0,,0,0,,2,1,1,0,0,2,2,0,0,0,0,2,,1
Public Function,"RewriterCallback::RewriterCallback",,,,,,,,,,,,,,,,,,,,,2,
Public Virtual Function,"RewriterCallback::run",,,,,,,,,,,,,,,,,,,,,17,
Function,"SPY_Setup",,,,,,,,,,,,,,,,,,,,,9,
Public Function,"SkTypeface::Deserialize",,,,,,,,,,,,,,,,,,,,,1,
Public Function,"SkTypeface::UniqueID",,,,,,,,,,,,,,,,,,,,,1,
Public Const Function,"SkTypeface::serialize",,,,,,,,,,,,,,,,,,,,,0,
Class,"SlowNPPNew",0,0,1,0,,0,0,,3,0,0,0,0,3,46,0,0,2,0,1,,1
Private Virtual Function,"SlowNPPNew::NPP_GetValue",,,,,,,,,,,,,,,,,,,,,3,
Private Virtual Function,"SlowNPPNew::NPP_New",,,,,,,,,,,,,,,,,,,,,2,
Private Class,"SlowNPPNew::PluginObject",0,0,1,0,,0,0,,5,0,0,0,0,5,5,0,0,0,0,4,,1
Public Function,"SlowNPPNew::PluginObject::PluginObject",,,,,,,,,,,,,,,,,,,,,1,
Public Function,"SlowNPPNew::PluginObject::getProperty",,,,,,,,,,,,,,,,,,,,,7,
Public Function,"SlowNPPNew::PluginObject::hasProperty",,,,,,,,,,,,,,,,,,,,,1,
Public Function,"SlowNPPNew::PluginObject::~PluginObject",,,,,,,,,,,,,,,,,,,,,1,
Public Function,"SlowNPPNew::SlowNPPNew",,,,,,,,,,,,,,,,,,,,,1,
Function,"SpellCheckClient",,,,,,,,,,,,,,,,,,,,,1,
Public Function,"StepTask::runIfValid",,,,,,,,,,,,,,,,,,,,,6,
Static Function Template,"StringAppendVT",,,,,,,,,,,,,,,,,,,,,4,
Function,"StringPrintf",,,,,,,,,,,,,,,,,,,,,4,
Class,"TemporaryCallback",2,0,1,0,,0,0,,2,1,1,0,0,2,2,0,0,0,0,2,,1
Class,"TemporaryCallback",3,0,1,0,,0,0,,2,1,1,0,0,2,2,0,0,0,0,2,,1
Public Function,"TemporaryCallback::TemporaryCallback",,,,,,,,,,,,,,,,,,,,,2,
Public Function,"TemporaryCallback::TemporaryCallback",,,,,,,,,,,,,,,,,,,,,2,
Public Virtual Function,"TemporaryCallback::run",,,,,,,,,,,,,,,,,,,,,11,
Public Virtual Function,"TemporaryCallback::run",,,,,,,,,,,,,,,,,,,,,8,
Public Function,"TestInterfaces::TestInterfaces",,,,,,,,,,,,,,,,,,,,,1,
Public Function,"TestInterfaces::TestInterfaces",,,,,,,,,,,,,,,,,,,,,6,
Public Function,"TestInterfaces::accessibilityController",,,,,,,,,,,,,,,,,,,,,2,
Public Function,"TestInterfaces::bindTo",,,,,,,,,,,,,,,,,,,,,1,
Public Function,"TestInterfaces::configureForTestWithURL",,,,,,,,,,,,,,,,,,,,,13,
Public Function,"TestInterfaces::delegate",,,,,,,,,,,,,,,,,,,,,1,
Public Function,"TestInterfaces::eventSender",,,,,,,,,,,,,,,,,,,,,2,
Public Function,"TestInterfaces::proxy",,,,,,,,,,,,,,,,,,,,,1,
Public Function,"TestInterfaces::resetAll",,,,,,,,,,,,,,,,,,,,,2,
Public Function,"TestInterfaces::resetTestHelperControllers",,,,,,,,,,,,,,,,,,,,,2,
Public Function,"TestInterfaces::setDelegate",,,,,,,,,,,,,,,,,,,,,1,
Public Function,"TestInterfaces::setTestIsRunning",,,,,,,,,,,,,,,,,,,,,1,
Public Function,"TestInterfaces::setWebView",,,,,,,,,,,,,,,,,,,,,1,
Public Function,"TestInterfaces::testRunner",,,,,,,,,,,,,,,,,,,,,2,
Public Function,"TestInterfaces::themeEngine",,,,,,,,,,,,,,,,,,,,,4,
Public Function,"TestInterfaces::windowClosed",,,,,,,,,,,,,,,,,,,,,6,
Public Function,"TestInterfaces::windowList",,,,,,,,,,,,,,,,,,,,,1,
Public Function,"TestInterfaces::windowOpened",,,,,,,,,,,,,,,,,,,,,1,
Public Function,"TestInterfaces::~TestInterfaces",,,,,,,,,,,,,,,,,,,,,3,
Function,"TestPlugin",,,,,,,,,,,,,,,,,,,,,13,
Public Function,"TestPlugin::canCreateWithoutRendererMimeType",,,,,,,,,,,,,,,,,,,,,1,
Public Function,"TestPlugin::create",,,,,,,,,,,,,,,,,,,,,1,
Public Function,"TestPlugin::destroyScene",,,,,,,,,,,,,,,,,,,,,6,
Public Function,"TestPlugin::drawPrimitive",,,,,,,,,,,,,,,,,,,,,9,
Public Function,"TestPlugin::drawSceneGL",,,,,,,,,,,,,,,,,,,,,3,
Public Function,"TestPlugin::drawSceneSoftware",,,,,,,,,,,,,,,,,,,,,10,
Public Function,"TestPlugin::handleDragStatusUpdate",,,,,,,,,,,,,,,,,,,,,3,
Public Function,"TestPlugin::handleInputEvent",,,,,,,,,,,,,,,,,,,,,4,
Public Function,"TestPlugin::initPrimitive",,,,,,,,,,,,,,,,,,,,,7,
Public Function,"TestPlugin::initProgram",,,,,,,,,,,,,,,,,,,,,7,
Public Function,"TestPlugin::initScene",,,,,,,,,,,,,,,,,,,,,11,
Public Function,"TestPlugin::isSupportedMimeType",,,,,,,,,,,,,,,,,,,,,4,
Public Function,"TestPlugin::loadProgram",,,,,,,,,,,,,,,,,,,,,8,
Public Function,"TestPlugin::loadShader",,,,,,,,,,,,,,,,,,,,,7,
Public Function,"TestPlugin::mimeType",,,,,,,,,,,,,,,,,,,,,1,
Public Function,"TestPlugin::parseBoolean",,,,,,,,,,,,,,,,,,,,,1,
Public Function,"TestPlugin::parseColor",,,,,,,,,,,,,,,,,,,,,1,
Public Function,"TestPlugin::parseOpacity",,,,,,,,,,,,,,,,,,,,,4,
Public Function,"TestPlugin::pluginPersistsMimeType",,,,,,,,,,,,,,,,,,,,,1,
Function,"TypeHasNonTrivialDtor",,,,,,,,,,,,,,,,,,,,,3,
Function,"UnloadRealPlugin",,,,,,,,,,,,,,,,,,,,,0,
Class,"UnsafeTypedefChainInImpl",0,0,2,0,,0,0,,2,0,0,0,0,2,2,0,0,0,0,2,,1
Public Function,"UnsafeTypedefChainInImpl::UnsafeTypedefChainInImpl",,,,,,,,,,,,,,,,,,,,,2,
Public Function,"UnsafeTypedefChainInImpl::~UnsafeTypedefChainInImpl",,,,,,,,,,,,,,,,,,,,,2,
Function,"UnwrapType",,,,,,,,,,,,,,,,,,,,,5,
Public Function,"Value::CZString::CZString",,,,,,,,,,,,,,,,,,,,,1,
Public Function,"Value::CZString::CZString",,,,,,,,,,,,,,,,,,,,,2,
Public Function,"Value::CZString::CZString",,,,,,,,,,,,,,,,,,,,,2,
Public Const Function,"Value::CZString::c_str",,,,,,,,,,,,,,,,,,,,,1,
Public Const Function,"Value::CZString::index",,,,,,,,,,,,,,,,,,,,,1,
Public Const Function,"Value::CZString::isStaticString",,,,,,,,,,,,,,,,,,,,,1,
Public Const Function,"Value::CZString::operator<",,,,,,,,,,,,,,,,,,,,,2,
Public Function,"Value::CZString::operator=",,,,,,,,,,,,,,,,,,,,,4,
Public Const Function,"Value::CZString::operator==",,,,,,,,,,,,,,,,,,,,,2,
Public Function,"Value::CZString::swap",,,,,,,,,,,,,,,,,,,,,1,
Public Function,"Value::CZString::~CZString",,,,,,,,,,,,,,,,,,,,,2,
Public Virtual Function,"Value::NeedsFinalization",,,,,,,,,,,,,,,,,,,,,2,
Public Virtual Function,"Value::NeedsTracing",,,,,,,,,,,,,,,,,,,,,2,
Public Function,"Value::Value",,,,,,,,,,,,,,,,,,,,,7,
Public Function,"Value::Value",,,,,,,,,,,,,,,,,,,,,2,
Public Function,"Value::Value",,,,,,,,,,,,,,,,,,,,,2,
Public Function,"Value::Value",,,,,,,,,,,,,,,,,,,,,2,
Public Function,"Value::Value",,,,,,,,,,,,,,,,,,,,,3,
Public Function,"Value::Value",,,,,,,,,,,,,,,,,,,,,3,
Public Function,"Value::Value",,,,,,,,,,,,,,,,,,,,,5,
Public Function,"Value::Value",,,,,,,,,,,,,,,,,,,,,3,
Public Function,"Value::Value",,,,,,,,,,,,,,,,,,,,,2,
Public Function,"Value::Value",,,,,,,,,,,,,,,,,,,,,8,
Public Function,"Value::append",,,,,,,,,,,,,,,,,,,,,3,
Public Const Function,"Value::asBool",,,,,,,,,,,,,,,,,,,,,2,
Public Const Function,"Value::asCString",,,,,,,,,,,,,,,,,,,,,2,
Public Const Function,"Value::asDouble",,,,,,,,,,,,,,,,,,,,,2,
Public Const Function,"Value::asFloat",,,,,,,,,,,,,,,,,,,,,2,
Public Const Function,"Value::asInt",,,,,,,,,,,,,,,,,,,,,5,
Public Const Function,"Value::asLargestInt",,,,,,,,,,,,,,,,,,,,,2,
Public Const Function,"Value::asLargestUInt",,,,,,,,,,,,,,,,,,,,,2,
Public Const Function,"Value::asString",,,,,,,,,,,,,,,,,,,,,3,
Public Const Function,"Value::asUInt",,,,,,,,,,,,,,,,,,,,,5,
Public Const Function,"Value::begin",,,,,,,,,,,,,,,,,,,,,2,
Public Function,"Value::begin",,,,,,,,,,,,,,,,,,,,,2,
Public Function,"Value::clear",,,,,,,,,,,,,,,,,,,,,2,
Public Const Function,"Value::compare",,,,,,,,,,,,,,,,,,,,,1,
Public Const Function,"Value::empty",,,,,,,,,,,,,,,,,,,,,5,
Public Const Function,"Value::end",,,,,,,,,,,,,,,,,,,,,2,
Public Function,"Value::end",,,,,,,,,,,,,,,,,,,,,2,
Public Const Function,"Value::get",,,,,,,,,,,,,,,,,,,,,2,
Public Const Function,"Value::get",,,,,,,,,,,,,,,,,,,,,2,
Public Const Function,"Value::get",,,,,,,,,,,,,,,,,,,,,3,
Public Const Function,"Value::getComment",,,,,,,,,,,,,,,,,,,,,2,
Public Const Function,"Value::getMemberNames",,,,,,,,,,,,,,,,,,,,,9,
Public Const Function,"Value::hasComment",,,,,,,,,,,,,,,,,,,,,1,
Public Const Function,"Value::isArray",,,,,,,,,,,,,,,,,,,,,1,
Public Const Function,"Value::isBool",,,,,,,,,,,,,,,,,,,,,1,
Public Const Function,"Value::isConvertibleTo",,,,,,,,,,,,,,,,,,,,,9,
Public Const Function,"Value::isDouble",,,,,,,,,,,,,,,,,,,,,2,
Public Const Function,"Value::isInt",,,,,,,,,,,,,,,,,,,,,2,
Public Const Function,"Value::isInt64",,,,,,,,,,,,,,,,,,,,,1,
Public Const Function,"Value::isIntegral",,,,,,,,,,,,,,,,,,,,,3,
Public Const Function,"Value::isMember",,,,,,,,,,,,,,,,,,,,,2,
Public Const Function,"Value::isMember",,,,,,,,,,,,,,,,,,,,,3,
Public Const Function,"Value::isNull",,,,,,,,,,,,,,,,,,,,,1,
Public Const Function,"Value::isNumeric",,,,,,,,,,,,,,,,,,,,,3,
Public Const Function,"Value::isObject",,,,,,,,,,,,,,,,,,,,,1,
Public Const Function,"Value::isString",,,,,,,,,,,,,,,,,,,,,1,
Public Const Function,"Value::isUInt",,,,,,,,,,,,,,,,,,,,,2,
Public Const Function,"Value::isUInt64",,,,,,,,,,,,,,,,,,,,,1,
Public Const Function,"Value::isValidIndex",,,,,,,,,,,,,,,,,,,,,2,
Public Const Function,"Value::operator!",,,,,,,,,,,,,,,,,,,,,2,
Public Const Function,"Value::operator!=",,,,,,,,,,,,,,,,,,,,,1,
Public Const Function,"Value::operator<",,,,,,,,,,,,,,,,,,,,,4,
Public Const Function,"Value::operator<=",,,,,,,,,,,,,,,,,,,,,1,
Public Function,"Value::operator=",,,,,,,,,,,,,,,,,,,,,4,
Public Const Function,"Value::operator==",,,,,,,,,,,,,,,,,,,,,4,
Public Const Function,"Value::operator>",,,,,,,,,,,,,,,,,,,,,1,
Public Const Function,"Value::operator>=",,,,,,,,,,,,,,,,,,,,,1,
Public Function,"Value::operator[]",,,,,,,,,,,,,,,,,,,,,11,
Public Function,"Value::operator[]",,,,,,,,,,,,,,,,,,,,,3,
Public Const Function,"Value::operator[]",,,,,,,,,,,,,,,,,,,,,7,
Public Const Function,"Value::operator[]",,,,,,,,,,,,,,,,,,,,,3,
Public Function,"Value::operator[]",,,,,,,,,,,,,,,,,,,,,2,
Public Const Function,"Value::operator[]",,,,,,,,,,,,,,,,,,,,,7,
Public Function,"Value::operator[]",,,,,,,,,,,,,,,,,,,,,3,
Public Const Function,"Value::operator[]",,,,,,,,,,,,,,,,,,,,,3,
Public Function,"Value::operator[]",,,,,,,,,,,,,,,,,,,,,2,
Public Function,"Value::removeMember",,,,,,,,,,,,,,,,,,,,,10,
Public Function,"Value::removeMember",,,,,,,,,,,,,,,,,,,,,3,
Public Function,"Value::resize",,,,,,,,,,,,,,,,,,,,,7,
Public Function,"Value::resolveReference",,,,,,,,,,,,,,,,,,,,,11,
Public Function,"Value::setComment",,,,,,,,,,,,,,,,,,,,,2,
Public Function,"Value::setComment",,,,,,,,,,,,,,,,,,,,,2,
Public Const Function,"Value::size",,,,,,,,,,,,,,,,,,,,,7,
Public Function,"Value::swap",,,,,,,,,,,,,,,,,,,,,4,
Public Const Function,"Value::toStyledString",,,,,,,,,,,,,,,,,,,,,2,
Public Const Function,"Value::type",,,,,,,,,,,,,,,,,,,,,1,
Public Function,"Value::~Value",,,,,,,,,,,,,,,,,,,,,3,
Public Virtual Function,"VirtualMethodsInHeaders::MethodHasNoArguments",,,,,,,,,,,,,,,,,,,,,0,
Abstract Class,"VirtualMethodsInImplementation",0,0,0,1,,0,0,,4,0,0,0,0,4,4,0,0,0,0,4,,0
Public Virtual Function,"VirtualMethodsInImplementation::ComplainAboutThis",,,,,,,,,,,,,,,,,,,,,1,
Public Virtual Function,"VirtualMethodsInImplementation::MethodHasEmptyDefaultImpl",,,,,,,,,,,,,,,,,,,,,0,
Public Virtual Function,"VirtualMethodsInImplementation::MethodHasNoArguments",,,,,,,,,,,,,,,,,,,,,0,
Public Virtual Function,"WarnOnMissingVirtual::MethodHasNoArguments",,,,,,,,,,,,,,,,,,,,,0,
Public Function,"WebCore::A::finalizeGarbageCollectedObject",,,,,,,,,,,,,,,,,,,,,4,
Public Function,"WebCore::A::trace",,,,,,,,,,,,,,,,,,,,,2,
Public Virtual Function,"WebCore::A::trace",,,,,,,,,,,,,,,,,,,,,0,
Public Virtual Function,"WebCore::A::trace",,,,,,,,,,,,,,,,,,,,,1,
Public Function,"WebCore::A::trace",,,,,,,,,,,,,,,,,,,,,3,
Public Function,"WebCore::A::trace",,,,,,,,,,,,,,,,,,,,,0,
Public Function,"WebCore::A::trace",,,,,,,,,,,,,,,,,,,,,4,
Public Virtual Function,"WebCore::A::trace",,,,,,,,,,,,,,,,,,,,,1,
Public Function,"WebCore::A::traceAfterDispatch",,,,,,,,,,,,,,,,,,,,,0,
Public Function,"WebCore::A::traceAfterDispatch",,,,,,,,,,,,,,,,,,,,,0,
Public Function,"WebCore::A::traceAfterDispatch",,,,,,,,,,,,,,,,,,,,,0,
Public Virtual Function,"WebCore::AlsoDoesNotNeedFinalizer::trace",,,,,,,,,,,,,,,,,,,,,2,
Public Virtual Function,"WebCore::AlsoNeedsFinalizer::trace",,,,,,,,,,,,,,,,,,,,,2,
Public Virtual Function,"WebCore::B::trace",,,,,,,,,,,,,,,,,,,,,2,
Public Virtual Function,"WebCore::B::trace",,,,,,,,,,,,,,,,,,,,,1,
Public Virtual Function,"WebCore::B::trace",,,,,,,,,,,,,,,,,,,,,0,
Public Virtual Function,"WebCore::B::trace",,,,,,,,,,,,,,,,,,,,,1,
Public Virtual Function,"WebCore::B::trace",,,,,,,,,,,,,,,,,,,,,1,
Public Function,"WebCore::B::traceAfterDispatch",,,,,,,,,,,,,,,,,,,,,2,
Public Function,"WebCore::B::traceAfterDispatch",,,,,,,,,,,,,,,,,,,,,2,
Public Function,"WebCore::B::traceAfterDispatch",,,,,,,,,,,,,,,,,,,,,2,
Public Virtual Function,"WebCore::Base::trace",,,,,,,,,,,,,,,,,,,,,0,
Public Virtual Function,"WebCore::C::trace",,,,,,,,,,,,,,,,,,,,,1,
Public Function,"WebCore::C::trace",,,,,,,,,,,,,,,,,,,,,0,
Public Virtual Function,"WebCore::C::trace",,,,,,,,,,,,,,,,,,,,,1,
Public Function,"WebCore::C::trace",,,,,,,,,,,,,,,,,,,,,1,
Public Virtual Function,"WebCore::C::trace",,,,,,,,,,,,,,,,,,,,,0,
Public Function,"WebCore::C::traceAfterDispatch",,,,,,,,,,,,,,,,,,,,,1,
Public Function,"WebCore::C::traceAfterDispatch",,,,,,,,,,,,,,,,,,,,,2,
Public Virtual Function,"WebCore::D::trace",,,,,,,,,,,,,,,,,,,,,2,
Public Virtual Function,"WebCore::D::trace",,,,,,,,,,,,,,,,,,,,,2,
Public Function,"WebCore::D::traceAfterDispatch",,,,,,,,,,,,,,,,,,,,,2,
Public Function,"WebCore::D::traceAfterDispatch",,,,,,,,,,,,,,,,,,,,,2,
Public Virtual Function,"WebCore::DoesNotNeedFinalizer::trace",,,,,,,,,,,,,,,,,,,,,1,
Public Virtual Function,"WebCore::DoesNotNeedFinalizer::trace",,,,,,,,,,,,,,,,,,,,,2,
Public Function,"WebCore::HasFinalizer::trace",,,,,,,,,,,,,,,,,,,,,2,
Public Function,"WebCore::HeapObject::clearWeakMembers",,,,,,,,,,,,,,,,,,,,,1,
Public Function,"WebCore::HeapObject::trace",,,,,,,,,,,,,,,,,,,,,1,
Public Function,"WebCore::HeapObject::trace",,,,,,,,,,,,,,,,,,,,,1,
Public Function,"WebCore::HeapObject::trace",,,,,,,,,,,,,,,,,,,,,0,
Public Function,"WebCore::HeapObject::trace",,,,,,,,,,,,,,,,,,,,,1,
Public Function,"WebCore::HeapObject::trace",,,,,,,,,,,,,,,,,,,,,1,
Public Function,"WebCore::HeapObject::trace",,,,,,,,,,,,,,,,,,,,,0,
Public Function,"WebCore::HeapObject::trace",,,,,,,,,,,,,,,,,,,,,0,
Public Function,"WebCore::HeapObject::trace",,,,,,,,,,,,,,,,,,,,,0,
Public Function,"WebCore::HeapObject::trace",,,,,,,,,,,,,,,,,,,,,2,
Public Function,"WebCore::HeapObject::trace",,,,,,,,,,,,,,,,,,,,,1,
Public Function,"WebCore::HeapObject::trace",,,,,,,,,,,,,,,,,,,,,1,
Public Function,"WebCore::HeapObject::~HeapObject",,,,,,,,,,,,,,,,,,,,,6,
Public Function,"WebCore::HeapObject::~HeapObject",,,,,,,,,,,,,,,,,,,,,1,
Public Function,"WebCore::InlineObject::trace",,,,,,,,,,,,,,,,,,,,,1,
Public Function,"WebCore::Mixin::trace",,,,,,,,,,,,,,,,,,,,,0,
Public Function,"WebCore::Mixin::trace",,,,,,,,,,,,,,,,,,,,,0,
